v_products_model,v_manufacturers_name,v_manufactures_code,v_products_image,v_products_price,v_rrp,v_web_price,v_rate_1,v_rate_2,v_rate_3,v_show_price,v_multi_quantity,v_multi_price,v_trade_multi_quantity,v_trade_multi_price,v_box_quantity,v_status,v_products_name_1,v_products_description_1,v_categories_name_1,v_product_style,v_product_finish,v_product_material,v_product_colour,v_products_weight,v_lumens,v_colour_temp,v_energy_class,v_cri,v_hours,v_bulbs_qty,v_bulbs_watage,v_bulb_type,v_bulb_cap,v_bulbs_inc,v_ip_rating,v_bulbs_s1,v_info,v_product_length,v_dimensions_width,v_dimensions_height,v_product_dia,v_dimensions_depth,v_product_min_drop,v_product_max_drop,v_xsell,v_product_voltage,v_product_guarantee,v_product_saftey_class,v_product_transformer,v_product_driver,v_product_cut_out,v_product_recess,v_product_surface_temp,v_product_tilt,v_product_cable,v_product_options,v_product_nonreturnable,v_product_carrage,v_product_statements,v_product_variant,v_priortity,v_family_caption,v_common_images,v_sale_price,v_now_price
A18 11142,Ansell,AN ATLD/BLC,products/AN ATLD-BLC,10.00,,10.00,6.20,8.00,7.50,BD,0,0,10,6.13,0,1,Black Chrome Twistlock MR16 / GU10 Die-cast Downlight,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,3,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,82,,,,,,,,,,72,,,,,,1,,,,,,,,
A18 11143,Ansell,AN ATLD/BR,products/AN ATLD-BR,9.00,,9.00,5.32,7.20,6.75,BD,0,0,10,5.26,0,1,Brass Twistlock MR16 / GU10 Die-cast Downlight,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,5,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,82,,,,,,,,,,72,,,,,,1,,,,,,,,
A18 11144,Ansell,AN ATLD/CH,products/AN ATLD-CH,9.00,,9.00,5.32,7.20,6.75,BD,0,0,10,5.26,0,1,Chrome Twistlock MR16 / GU10 Die-cast Downlight,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,7,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,82,,,,,,,,,,72,,,,,,1,,,,1,,,,
A18 11145,Ansell,AN ATLD/SC,products/AN ATLD-SC,9.00,,9.00,5.32,7.20,6.75,BD,0,0,10,5.26,0,1,Satin Chrome Twistlock MR16 / GU10 Die-cast Downlight,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,21,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,82,,,,,,,,,,72,,,,,,1,,,,,,,,
A18 11146,Ansell,AN ATLD/W,products/AN ATLD-W,7.00,,7.00,4.29,5.60,5.25,BD,0,0,10,4.24,0,1,White Twistlock MR16 / GU10 Die-cast Downlight,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,23,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,82,,,,,,,,,,72,,,,,,1,,,,,,,,
A18 11150,Ansell,AN ATLG/AB,products/AN ATLG-AB,13.00,,13.00,7.99,10.40,9.75,BD,0,0,10,7.89,0,1,Antique Brass Twistlock MR16 / GU10 Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,1,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,95,,,,,,,,,,84,,,30,,,1,,,,,,,,
A18 11151,Ansell,AN ATLG/BB,products/AN ATLG-BB,13.00,,13.00,7.99,10.40,9.75,BD,0,0,10,7.89,0,1,Brushed Brass Twistlock MR16 / GU10 Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,36,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,95,,,,,,,,,,84,,,30,,,1,,,,,,,,
A18 11152,Ansell,AN ATLG/BLC,products/AN ATLG-BLC,13.00,,13.00,7.99,10.40,9.75,BD,0,0,10,7.89,0,1,Black Chrome Twistlock MR16 / GU10 Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,3,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,95,,,,,,,,,,84,,,30,,,1,,,,1,,,,
A18 11153,Ansell,AN ATLG/BR,products/AN ATLG-BR,11.00,,11.00,7.07,8.80,8.25,BD,0,0,10,6.98,0,1,Brass Twistlock MR16 / GU10 Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,5,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,95,,,,,,,,,,84,,,30,,,1,,,,,,,,
A18 11154,Ansell,AN ATLG/CH,products/AN ATLG-CH,11.00,,11.00,7.07,8.80,8.25,BD,0,0,10,6.98,0,1,Chrome Twistlock MR16 / GU10 Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,7,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,95,,,,,,,,,,84,,,30,,,1,,,,,,,,
A18 11155,Ansell,AN ATLG/SC,products/AN ATLG-SC,11.00,,11.00,7.07,8.80,8.25,BD,0,0,10,6.98,0,1,Satin Chrome Twistlock MR16 / GU10 Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,21,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,95,,,,,,,,,,84,,,30,,,1,,,,,,,,
A18 11156,Ansell,AN ATLG/W,products/AN ATLG-W,8.00,,8.00,5.18,6.40,6.00,BD,0,0,10,5.12,0,1,White Twistlock MR16 / GU10 Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome, Antique Brass, Brush Brass, Black Chrome **",95,2,4,8,23,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,,,,95,,,,,,,,,,84,,,30,,,1,,,,,,,,
A18 11160,Ansell,AN ATLSQG/BR,products/AN ATLSQG-BR,12.00,,12.00,7.43,9.60,9.00,BD,0,0,10,7.34,0,1,Brass Twistlock MR16 / GU10 Die-cast Square Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,5,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,95,95,,,,,,,,,,,,84,,,30,,,1,,,,,,,,
A18 11161,Ansell,AN ATLSQG/CH,products/AN ATLSQG-CH,12.00,,12.00,7.43,9.60,9.00,BD,0,0,10,7.34,0,1,Chrome Twistlock MR16 / GU10 Die-cast Square Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,7,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,95,95,,,,,,,,,,,,84,,,30,,,1,,,,,,,,
A18 11162,Ansell,AN ATLSQG/SC,products/AN ATLSQG-SC,12.00,,12.00,7.43,9.60,9.00,BD,0,0,10,7.34,0,1,Satin Chrome Twistlock MR16 / GU10 Die-cast Square Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,21,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,95,95,,,,,,,,,,,,84,,,30,,,1,,,,,,,,
A18 11163,Ansell,AN ATLSQG/W,products/AN ATLSQG-W,10.00,,10.00,6.32,8.00,7.50,BD,0,0,10,6.24,0,1,White Twistlock MR16 / GU10 Die-cast Square Gimbal,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage and GU10 lampholders *Permanent earth on stirrup bracket for GU10 mains earthing *Suitable for Halogen, CFL or LED lamps *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,23,,0,0,0,0,,1,50,MR16/GU10,0,,20,1 x 50w  MR16/GU10,0,95,95,,,,,,,,,,,,84,,,30,,,1,,,,,,,,
A18 11170,Ansell,AN ATLVD/35/BR,products/AN ATLVD-35-BR,8.00,,8.00,4.77,6.40,6.00,BD,0,0,10,4.72,0,1,Brass Twistlock MR11 35W Die-cast Downlight,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage lampholder *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,5,,0,0,0,0,,1,35,MR11,0,,20,1 x 35w  MR11,0,,,,68,,,,,,,,,,58,,,,,,1,,,,,,,,
A18 11171,Ansell,AN ATLVD/35/CH,products/AN ATLVD-35-CH,8.00,,8.00,4.77,6.40,6.00,BD,0,0,10,4.72,0,1,Chrome Twistlock MR11 35W Die-cast Downlight,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage lampholder *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,7,,0,0,0,0,,1,35,MR11,0,,20,1 x 35w  MR11,0,,,,68,,,,,,,,,,58,,,,,,1,,,,,,,,
A18 11172,Ansell,AN ATLVD/35/SC,products/AN ATLVD-35-SC,8.00,,8.00,4.77,6.40,6.00,BD,0,0,10,4.72,0,1,Satin Chrome Twistlock MR11 35W Die-cast Downlight,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage lampholder *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,21,,0,0,0,0,,1,35,MR11,0,,20,1 x 35w  MR11,0,,,,68,,,,,,,,,,58,,,,,,1,,,,1,,,,
A18 11173,Ansell,AN ATLVD/35/W,products/AN ATLVD-35-W,6.00,,6.00,3.88,4.80,4.50,BD,0,0,10,3.83,0,1,White Twistlock MR11 35W Die-cast Downlight,"*Manufactured from high grade die-cast aluminium *Supplied with low voltage lampholder *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,23,,0,0,0,0,,1,35,MR11,0,,20,1 x 35w  MR11,0,,,,68,,,,,,,,,,58,,,,,,1,,,,,,,,
A18 11180,Ansell,AN ATLVG/35/BR,products/AN ATLVG-35-BR,9.00,,9.00,5.77,7.20,6.75,BD,0,0,10,5.70,0,1,Brass Twistlock MR11 35W Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *30 Degree Tilt angle *Suitable for Halogen or LED lamps *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,5,,0,0,0,0,,1,35,MR11,0,,20,1 x 35w  MR11,0,,,,75,,,,,,,,,,68,,,30,,,1,,,,,,,,
A18 11181,Ansell,AN ATLVG/35/CH,products/AN ATLVG-35-CH,9.00,,9.00,5.77,7.20,6.75,BD,0,0,10,5.70,0,1,Chrome Twistlock MR11 35W Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *30 Degree Tilt angle *Suitable for Halogen or LED lamps *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,7,,0,0,0,0,,1,35,MR11,0,,20,1 x 35w  MR11,0,,,,75,,,,,,,,,,68,,,30,,,1,,,,,,,,
A18 11182,Ansell,AN ATLVG/35/SC,products/AN ATLVG-35-SC,9.00,,9.00,5.77,7.20,6.75,BD,0,0,10,5.70,0,1,Satin Chrome Twistlock MR11 35W Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *30 Degree Tilt angle *Suitable for Halogen or LED lamps *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,21,,0,0,0,0,,1,35,MR11,0,,20,1 x 35w  MR11,0,,,,75,,,,,,,,,,68,,,30,,,1,,,,,,,,
A18 11183,Ansell,AN ATLVG/35/W,products/AN ATLVG-35-W,8.00,,8.00,4.61,6.40,6.00,BD,0,0,10,4.55,0,1,White Twistlock MR11 35W Die-cast Gimbal,"*Manufactured from high grade die-cast aluminium *30 Degree Tilt angle *Suitable for Halogen or LED lamps *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,23,,0,0,0,0,,1,35,MR11,0,,20,1 x 35w  MR11,0,,,,75,,,,,,,,,,68,,,30,,,1,,,,1,,,,
A18 11200,Ansell,AN ATLVD/IP44/BR,products/AN ATLVD-IP44-BR,11.00,,11.00,7.00,8.80,8.25,BD,0,0,10,6.92,0,1,Brass Twistlock MR16 50W 44 Die-cast Downlight,"*Die-cast aluminium downlight suitable for bathrooms *Available in White, Brass, Chrome, Satin Chrome **",95*158,2,4,8,5,,0,0,0,0,,1,50,MR16,0,,44,1 x 50w  MR16,0,,,,82,,,,,,,,,,72,,,,,,1,,,,,,,,
A18 11201,Ansell,AN ATLVD/IP44/CH,products/AN ATLVD-IP44-CH,11.00,,11.00,7.00,8.80,8.25,BD,0,0,10,6.92,0,1,Chrome Twistlock MR16 50W 44 Die-cast Downlight,"*Die-cast aluminium downlight suitable for bathrooms *Available in White, Brass, Chrome, Satin Chrome **",95*158,2,4,8,7,,0,0,0,0,,1,50,MR16,0,,44,1 x 50w  MR16,0,,,,82,,,,,,,,,,72,,,,,,1,,,,1,,,,
A18 11202,Ansell,AN ATLVD/IP44/SC,products/AN ATLVD-IP44-SC,11.00,,11.00,7.00,8.80,8.25,BD,0,0,10,6.92,0,1,Satin Chrome Twistlock MR16 50W 44 Die-cast Downlight,"*Die-cast aluminium downlight suitable for bathrooms *Available in White, Brass, Chrome, Satin Chrome **",95*158,2,4,8,21,,0,0,0,0,,1,50,MR16,0,,44,1 x 50w  MR16,0,,,,82,,,,,,,,,,72,,,,,,1,,,,,,,,
A18 11203,Ansell,AN ATLVD/IP44/W,products/AN ATLVD-IP44-W,8.00,,8.00,5.12,6.40,6.00,BD,0,0,10,5.06,0,1,White Twistlock MR16 50W 44 Die-cast Downlight,"*Die-cast aluminium downlight suitable for bathrooms *Available in White, Brass, Chrome, Satin Chrome **",95*158,2,4,8,23,,0,0,0,0,,1,50,MR16,0,,44,1 x 50w  MR16,0,,,,82,,,,,,,,,,72,,,,,,1,,,,,,,,
A18 11220,Ansell,AN ATLVOG/IP44/B,products/AN ATLVOG-IP44-B,19.00,,19.00,12.09,15.20,14.25,BD,0,0,10,11.94,0,1,Black Twistlock MR16 35W Outdoor Die-Cast Gimbal,"*IP44 rated for exterior applications *Available in White, Black or Silver Grey DuPont paint finish with 20 year guarantee **",192*95,2,,8,2,,0,0,0,0,,1,35,MR16,0,,44,1 x 35w  MR16,0,,,,92,,,,,,,,,,84,,,,,,1,,,,,,,,
A18 11221,Ansell,AN ATLVOG/IP44/SG,products/AN ATLVOG-IP44-SG,19.00,,19.00,12.09,15.20,14.25,BD,0,0,10,11.94,0,1,Silver Grey Twistlock MR16 35W Outdoor Die-Cast Gimbal,"*IP44 rated for exterior applications *Available in White, Black or Silver Grey DuPont paint finish with 20 year guarantee **",192*95,2,,8,34,,0,0,0,0,,1,35,MR16,0,,44,1 x 35w  MR16,0,,,,92,,,,,,,,,,84,,,,,,1,,,,1,,,,
A18 11222,Ansell,AN ATLVOG/IP44/W,products/AN ATLVOG-IP44-W,19.00,,19.00,12.09,15.20,14.25,BD,0,0,10,11.94,0,1,White Twistlock MR16 35W Outdoor Die-Cast Gimbal,"*IP44 rated for exterior applications *Available in White, Black or Silver Grey DuPont paint finish with 20 year guarantee **",192*95,2,,8,23,,0,0,0,0,,1,35,MR16,0,,44,1 x 35w  MR16,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
A18 11250,Ansell,AN ATLVWW/BR,products/AN ATLVWW-BR,24.00,,24.00,15.42,19.20,18.00,BD,0,0,10,15.24,0,1,Brass Twistlock MR16 Die-cast Adjustable Wall Wash,"*65 Degree tilt angle *Manufactured from high grade die-cast aluminium *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,5,,0,0,0,0,,1,50,MR16,0,,20,1 x 50w  MR16,0,,,,115,,,,,,,,,,105,,,65,,,1,,,,,,,,
A18 11251,Ansell,AN ATLVWW/CH,products/AN ATLVWW-CH,24.00,,24.00,15.42,19.20,18.00,BD,0,0,10,15.24,0,1,Chrome Twistlock MR16 Die-cast Adjustable Wall Wash,"*65 Degree tilt angle *Manufactured from high grade die-cast aluminium *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,7,,0,0,0,0,,1,50,MR16,0,,20,1 x 50w  MR16,0,,,,115,,,,,,,,,,105,,,65,,,1,,,,,,,,
A18 11252,Ansell,AN ATLVWW/SC,products/AN ATLVWW-SC,24.00,,24.00,15.42,19.20,18.00,BD,0,0,10,15.24,0,1,Satin Chrome Twistlock MR16 Die-cast Adjustable Wall Wash,"*65 Degree tilt angle *Manufactured from high grade die-cast aluminium *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,21,,0,0,0,0,,1,50,MR16,0,,20,1 x 50w  MR16,0,,,,115,,,,,,,,,,105,,,65,,,1,,,,1,,,,
A18 11253,Ansell,AN ATLVWW/W,products/AN ATLVWW-W,18.00,,18.00,11.33,14.40,13.50,BD,0,0,10,11.19,0,1,White Twistlock MR16 Die-cast Adjustable Wall Wash,"*65 Degree tilt angle *Manufactured from high grade die-cast aluminium *Available in White, Brass, Chrome, Satin Chrome **",95,2,4,8,23,,0,0,0,0,,1,50,MR16,0,,20,1 x 50w  MR16,0,,,,115,,,,,,,,,,105,,,65,,,1,,,,,,,,
